,airline_sentiment,negativereason,airline,text_clean
5613,0,,Southwest,next flight free cocktails
5614,1,Can't Tell,Southwest,includes kciairport inclement weather may impact scheduled service reflight booking problems options available http co keyrpflhil
5615,0,,Southwest,okay thank also get tweet earlier 1 5 hrs ago saying amp send dm deleted
5616,1,Customer Service Issue,Southwest,yes not attitude nasty comment
5617,0,,Southwest,guys rock easy quick affordable change flight bestairlineever neverchange
5618,0,,Southwest,credit expires month flight possible way extended
5619,1,Late Flight,Southwest,4 hour delay atl due air traffic control love missing entire day vacation unhappycustomer mytimeismoney
5620,0,,Southwest,question atl companion pass offer know need 3 revenue flight roundtrips revenue flight thnx
5621,1,Customer Service Issue,Southwest,4569 cancelled flightled get refund cancelled flightlations happen 25 min phone wait amp painful music unacceptable come
5622,0,,Southwest,southwestair refer friend southwest credit card points
5623,0,,Southwest,dm southwestverity needed
5624,0,,Southwest,hello talking southwestverity says moved sent voucher not work u help
5625,0,,Southwest,following
5626,0,,Southwest,go want badly not know dm e mail help wmn4life hotmail com
5627,0,,Southwest,thank help shannon great customer service
5628,1,Late Flight,Southwest,2 1 2 hours late flight made sf maybe help get earlier flight sunday
5629,1,Flight Attendant Complaints,Southwest,another ride sw employee printed boarding passes deficiency training obviously
5630,0,,Southwest,thanks lindsey amp southwest twitter team great service amp speedy resolution luvagent swa
5631,1,Late Flight,Southwest,apparently mechanics flown fix planes not assuring sign
5632,0,,Southwest,please help really want fly guessweflyingdelta
5633,0,,Southwest,oh get tickets
5634,0,,Southwest,accepting apple passbook app boarding passes app works iphone amp ipodtouch not ipad http co xxsaombdgs
5635,0,,Southwest,thank dming
5636,1,Cancelled Flight,Southwest,cancelled flight flights bna today needtogethome
5637,1,Cancelled Flight,Southwest,huge problem someone whose ticket cancelled flighted mid trip dm
5638,1,Late Flight,Southwest,flights sunny sfo delayed hours others cancelled flightled left right little updates help
5639,1,Customer Service Issue,Southwest,please explain reps ignoring technical issue passing buck not good business model lucky limited 140
5640,1,Flight Booking Problems,Southwest,understood frustrating buy early bird check day go sale 6 30am get mid b feel ripped
5641,0,,Southwest,happens power level goes 9 000 feet air
5642,0,,Southwest,ceo kelly draws record crowd bwi airport business partnership breakfast http co cvba4olcbl http co wta5px70a5
5643,0,,Southwest,ceo kelly draws record crowd bwi airport business partnership breakfast http co hrvuktpvn1 http co my3dnvbzaz
5644,1,Can't Tell,Southwest,please start charging carryon luggage carryonbagssloweverybodydown
5645,0,,Southwest,sea den south sound volleyball team way http co tn5cxcld6m
5646,0,,Southwest,see moving brother laws graduation 6th thanks
5647,0,,Southwest,thank
5648,0,,Southwest,imagine dragons tickets left tomorrow velourlive utah would love go available
5649,0,,Southwest,fares see flights fall absoulutely lowest
5650,1,Can't Tell,Southwest,no no no swa low fares time service great manufactured quirkiness mmm not much signed captiveaudience
5651,1,Can't Tell,Southwest,please start offering services triflight ashevilleair airports drive 3 4 hrs use u
5652,1,Bad Flight,Southwest,flying jax den paid 8 wifi barely functional could not work wanted never
5653,1,Customer Service Issue,Southwest,flight nashville cancelled flightled another flight trying call amp cannot get human
5654,1,Late Flight,Southwest,delay understandable look time flight boarding time weird
5655,0,,Southwest,dm
5656,0,,Southwest,already booked tickets august 20th 30th ca not wait vacation
5657,1,Bad Flight,Southwest,frustrated bought early bird 6 30am day tickets released got mid b ticket spend 50 nothing
5658,0,,Southwest,murraysawchuck
5659,0,,Southwest,maybe machine
5660,1,Late Flight,Southwest,plane not work luxuries paid go away keep money need biz model
5661,1,Customer Service Issue,Southwest,extend call day expires not extended mightmismybrosgraduation
5662,1,Can't Tell,Southwest,airline fly not seen anything like yet
5663,0,,Southwest,awesome love flying swa
5664,0,,Southwest,guy flight attendant last flight hilarious
5665,0,,Southwest,thanks info quick response
5666,0,,Southwest,shhhh not want something else steal deal
5667,1,Cancelled Flight,Southwest,cancelled flighting flights 45 minutes takeoff amp sitting 45 min runway rescheduled flight badservice
5668,0,,Southwest,go scavenger hunt boston
5669,0,,Southwest,hi flying swa today son peanut allergy way request crew not serve peanuts flight thx
5670,0,,Southwest,deborah helped
5671,0,,Southwest,give guy raise great start flight az mke
5672,1,Customer Service Issue,Southwest,800 not int l friendly
5673,0,,Southwest,ha ha not make break either way
5674,1,Customer Service Issue,Southwest,4 4 horrible customer service empty seats early flight wantcharge double get home early instead usual late flight
5675,1,Customer Service Issue,Southwest,answer phone change flight plans srsly
5676,1,Customer Service Issue,Southwest,could little accommodating extending flight credit whats 10 extra days notahappytraveler
5677,0,,Southwest,would
5678,1,Customer Service Issue,Southwest,going inconsistent enforcing rules would prefer not randomly take freq flyers obey
5679,0,,Southwest,show luv 9 degrees snow imdetermined go destinationdragons http co oxm6cwgab7
5680,0,,Southwest,sent
5681,1,Bad Flight,Southwest,relay concerns really mean amp u keep letting people flights bags larger u state allowabl
5682,0,,Southwest,number use outside us thx
5683,1,Customer Service Issue,Southwest,long take points rr shopping post account got email saying earned points not see em
5684,0,,Southwest,thanks know routes currently newark wondering new ones horizon
5685,0,,Southwest,oh gosh going dm thank
5686,0,,Southwest,thank much youre amazing im going cry omg
5687,1,Late Flight,Southwest,could get 12 15 flight 10 10 delayed 1 05
5688,1,Flight Booking Problems,Southwest,could not make flight funds forfeited no show trying book another flight using funds
5689,0,,Southwest,dmed
5690,0,,Southwest,last chance win destinationdragon
5691,1,Late Flight,Southwest,make delay go away maybe upgrade kats seats headed columbus
5692,0,,Southwest,flight 2 22 930 fort lauderdale bwi cancelled flight flight flight 3458 trip would 314505529
5693,0,,Southwest,geekstiel know last chance
5694,0,,Southwest,vindictive tk larry david works southwest
5695,0,,Southwest,flying southwest first time lga layover atlanta
5696,0,,Southwest,hi wanted see new routes planned year newark love flying guys hope
5697,0,,Southwest,thank touch moveaboutthecountry
5698,1,Customer Service Issue,Southwest,fjbfsc need receipt showing 776 20 charge amex not 656 xx keep getting sent
5699,1,Cancelled Flight,Southwest,need tsa pre not show flight mine
5700,1,Customer Service Issue,Southwest,getting run around today customer service amp disconnected customer relations given twice help
5701,1,Can't Tell,Southwest,hours already
5702,0,,Southwest,flight bwi isp ready go thanks keeping us warm frigidfriday http co bfpfw6eyku
5703,0,,Southwest,love love love southwest rocks always https co q8vsffrd1u
5704,0,,Southwest,contact requesting charity donation thankyou
5705,0,,Southwest,shout flight 4386 crew taking amazing care us double flight thankyou
5706,0,,Southwest,status flight 122 stl aus
5707,0,,Southwest,please hate fly different airline fav
5708,1,Customer Service Issue,Southwest,flying delta week gogo good tweet sent not even send landed bad
5709,0,,Southwest,sure thing
5710,1,Customer Service Issue,Southwest,book hotel twice ahhhhh
5711,0,,Southwest,save mile visit family 2015 impact many times see mother planned change rules
5712,0,,Southwest,jackpot legroom http co zo2iceg4li
5713,1,Customer Service Issue,Southwest,go airline not much say care see not much right suck
5714,1,Can't Tell,Southwest,loyal southwest beginning unhappy devaluation
5715,0,,Southwest,destinationdragons id favorite band met 2bestfriends thanks would life changing see
5716,0,,Southwest,live southwest imagine dragons favorite band met 2bestfriends thanks would amazing
5717,1,Customer Service Issue,Southwest,longer flights 300 series no wifi great retire
5718,1,Bad Flight,Southwest,southwestair excruciatingly slow internet swa flights norm rather exception addressed
5719,0,,Southwest,yes thank sent dm
5720,0,,Southwest,last chance get destinationdragons tickets would die happiness
5721,1,Bad Flight,Southwest,browser hover intrusive annoying fact wifi works one device sort sad
5722,1,Can't Tell,Southwest,sign screen major mobile issues responsive design not working properly nexus 5
5723,1,Lost Luggage,Southwest,sure also read southwest not believe liable incident fault sw lost
5724,1,Bad Flight,Southwest,new flight wifi service super crappy user experience miss old provider
5725,1,Bad Flight,Southwest,damn cold sitting runway no heat
5726,0,,Southwest,please follow dm thx
5727,0,,Southwest,sent dm
5728,0,,Southwest,love air travel not get easier
5729,0,,Southwest,received awesome phone help jim today helped switch around flights booked points
5730,1,Customer Service Issue,Southwest,repeating policy basically repeating fuck customers shopping new airline asap
5731,1,Can't Tell,Southwest,yeah not happened really pissed kind thing expect us austrian not
5732,1,Lost Luggage,Southwest,glad see know keep money pockets thanks voucher return lost bag
5733,1,Customer Service Issue,Southwest,call customer service sitting tarmack 1hr lost bag give 100 voucher
5734,0,,Southwest,would love go destinationdragons imaginedragons show tomorrow utah velourlive trying hard
5735,0,,Southwest,hope take selfie stick plane today goingtovegas
5736,1,Flight Booking Problems,Southwest,bull add fare cart locked made way paypal
5737,0,,Southwest,working different device though help appreciated
5738,1,Bad Flight,Southwest,trouble wifi no matter get redirected back getconnected page even though says connected
5739,1,Can't Tell,Southwest,southwestair account even aware destinationdragons contest one youre fucking
5740,0,,Southwest,thank not wait either
5741,1,Customer Service Issue,Southwest,even mean taking letting elite customers paid seat fill seat go empty anyway
5742,0,,Southwest,southwestair sweet glad hear keep guys mind next time
5743,1,Lost Luggage,Southwest,great job achieving cities not bwi
5744,1,Cancelled Flight,Southwest,hello flight cancelled flightled destinationdragons no one desk kci knows fuck happening
5745,0,,Southwest,employees bwi amazing
5746,0,,Southwest,thanks responding
5747,1,Can't Tell,Southwest,southwestair thanks leaving hanging destinationdragons flights fucked no help
5748,0,,Southwest,hi winter wx advisory issued stl snow amp ice amp cold oh issue travel advisory
5749,0,,Southwest,travel advisory posted den make changes ticket anything need know call
5750,1,Flight Attendant Complaints,Southwest,luxury 40 people flight going get spoiled
5751,1,longlines,Southwest,southwestair three flights three check agents not enough missedflight back jet blue
5752,0,,Southwest,releasing flights september found fly direct lbb las excited tripofalifetime
5753,1,Flight Booking Problems,Southwest,unable book travel right website app help
5754,0,,Southwest,gracias appreciate
5755,0,,Southwest,fantastic best flight service ever
5756,0,,Southwest,would love win tickets take son imagine dragons provo saturday night crossed fingers destinationdragons
5757,1,Customer Service Issue,Southwest,promotion also said two free round trip flights nope pay 200 extra chi vegas bait amp switch
5758,1,Can't Tell,Southwest,extra luggage cost 75
5759,1,Bad Flight,Southwest,turned non stop flight laguardia dal 1 stop stl wth thinking sorta comp order really
5760,0,,Southwest,flying 2 weeks bringing blankets bc freezing
5761,1,Late Flight,Southwest,last 5 flights consistently ran behind schedule
5762,0,,Southwest,sweet promo code help visit family please lol
5763,1,Bad Flight,Southwest,sinuses contend two painful landings rather one missed preregistration window beyond frustrated
5764,1,Customer Service Issue,Southwest,airlines change ticket prices middle day annoyed
5765,1,Late Flight,Southwest,delayed killing late flightly
5766,0,,Southwest,love imagine dragons much eould die got tickets
5767,0,,Southwest,wannaa go vegas show bad id doo anything destinationdragons
5768,0,,Southwest,love imagine dragons flipping much pls destinationdragons
5769,0,,Southwest,would love go atlanta show
5770,0,,Southwest,would anything tickets vegas anything love imagine dragons much
5771,1,Late Flight,Southwest,another delay wow
5772,1,Cancelled Flight,Southwest,not want whiny accommodated several passengers whose earlier flight cancelled flightled flight long
5773,0,,Southwest,would awesome experience destinationdragons
5774,0,,Southwest,hi company fly time wondering could please share link amp read http co lo6lghpcdu
5775,0,,Southwest,yes destinationdragons san diego
5776,1,Bad Flight,Southwest,not begin tell slow plane wifi not even pull email paying 8
5777,0,,Southwest,get pick imaginedragons show destinationdragons
5778,1,Late Flight,Southwest,betsy besty gettin stuck las might not bad want home homewardbound betsy besty thankyou
5779,1,Late Flight,Southwest,landing ric right not even left atl picked delta maybe
5780,1,Late Flight,Southwest,love ya bringin hour late flight leaving sitting runway 20 min fail
5781,1,Bad Flight,Southwest,never mor e disappointed company charging 8 use wifi works 8 apps parhetic
5782,1,Damaged Luggage,Southwest,picked bag seatac clothes soaking wet bagawim http co ngxal9oml6
5783,0,,Southwest,would cool best airlines company hooked imaginedragons tickets vegas
5784,0,,Southwest,appreciate reply hopefully lax agents get memo cheers
5785,0,,Southwest,help tickets vegas event would stoked
5786,0,,Southwest,notice separate buttons guitar actual music pic bands take note
5787,0,,Southwest,give tickets atlanta would anything anything
5788,1,Customer Service Issue,Southwest,offering us absolutely nothing troubles either blames tsa
5789,1,Can't Tell,Southwest,link not work
5790,0,,Southwest,realized luv voucher expired today chance getting luv extension please veryloyalcustomer
5791,1,Customer Service Issue,Southwest,would nice could get answer even simple no would want know
5792,1,Late Flight,Southwest,southwestair 4 hours delays make nice offer rescheduling next day
5793,0,,Southwest,nice trip back home looong vaca http co 9trvfncedl
5794,1,Bad Flight,Southwest,paid flight wifi austin san diego not useable possible get refund conf 8x7xvm
5795,0,,Southwest,usually excellent swa flight
5796,1,Late Flight,Southwest,know trying patience easier cheaper ways tpa pdx stuck w u turned 3 hrs mci 6
5797,1,Can't Tell,Southwest,figured streaming would not work per tos nascar site taking longer 5 minutes load
5798,1,Late Flight,Southwest,wait wait get straight fly personal business not sure bebetter
5799,1,Flight Attendant Complaints,Southwest,gate attendant let someone board whose boarding pass kept reading invalid messed passenger log
5800,1,Can't Tell,Southwest,android wi fi experience terrible 8 ripoff not get nascar mrn disupdates budweiserduels
5801,1,Late Flight,Southwest,dear swa fly lot time amazing today unacceptable sitting midway delayed 20 min
5802,1,Late Flight,Southwest,know finally lined like cattle board sw flight original departure time badcustomerservice
5803,0,,Southwest,seems like could make money opening seats desirable flight
5804,0,,Southwest,jason 108639 gate 3 san made afternoon southwestairlines stellarservice thanks
5805,0,,Southwest,thanks adding straight flights columbus oakland
5806,0,,Southwest,look forward direct flights california see family often thank michaelbcoleman byebyeusairline
5807,1,Customer Service Issue,Southwest,great customer service come know expect luv dropped eb check no help sight
5808,1,Customer Service Issue,Southwest,not help made mistake dropped early bird check end luv
5809,0,,Southwest,southwestair roundtrip ticket need change one leg trip nearby airport not possible via website
5810,1,Bad Flight,Southwest,please something speed wifi connections planes might well non existent
5811,0,,Southwest,crew 4028 tonight outstanding god bless medically trained passengers board
5812,1,Can't Tell,Southwest,weather seriously cannot even excuse point awful service summer
5813,1,Cancelled Flight,Southwest,seriously worst not remember last time someone knew flight not delayed cancelled flightled etc
5814,0,,Southwest,way get entry las vegas event see imaginedragons perform destinationdragons
5815,0,,Southwest,give crew swa 4007 high five av 8b guy nice xw landing bostonlogan nicely done
5816,1,Can't Tell,Southwest,charge much moving full flight earlier flight seats available not make sense
5817,1,Bad Flight,Southwest,no wifi come
5818,1,Late Flight,Southwest,brd frustrated go 2 buf not roc tld flt gng 2b held earlier would not mess cng bk unable due overbk
5819,0,,Southwest,honest not expect fast response thank chiberia go
5820,0,,Southwest,making miracles customer service department gave far one friendliest phone calls ever wheelsup
5821,0,,Southwest,already signed thanks looking forward trying southwest experience
5822,1,Bad Flight,Southwest,unscheduled aircraft change please better system place not worth paid upgrade refund
5823,0,,Southwest,good know perhaps execution
5824,1,Late Flight,Southwest,love hold flight 2851 phx late flight passengers make us hour late flight great job
5825,1,Flight Booking Problems,Southwest,tried return orig booked flt told overbooked gng diff dest feel like switched purpose bec overbook
5826,0,,Southwest,amiltx3 forgiven loved customer never left bae
5827,1,Lost Luggage,Southwest,time estimate luggage sure fill survey
5828,0,,Southwest,hear bad things flying last weekends flights crews awesome thank
5829,0,,Southwest,sorry spam would awesome see imaginedragons vegas help would absolutely amazing
5830,0,,Southwest,dm sent
5831,0,,Southwest,please dm question
5832,0,,Southwest,done 0
5833,1,Bad Flight,Southwest,lets chat flights bwi carolina area girl get break resort usair 2 day
5834,0,,Southwest,sent
5835,1,Late Flight,Southwest,remember would not let 3 05pm flight seats available 7 40 flight delayed worst airline badservice
5836,0,,Southwest,michaelbcoleman thanks making new direct flight san francisco
5837,0,,Southwest,crew 4649 great us today traveling ft lauderdale louisville 2 kids 7 thanks
5838,0,,Southwest,please work contract triflight offer service
5839,0,,Southwest,please reply dm
5840,0,,Southwest,going compensate us two plane changes atlanta right
5841,1,Bad Flight,Southwest,next enforcing boarding procedure
5842,1,Bad Flight,Southwest,roger wilco
5843,0,,Southwest,enter passport information existing reservation check
5844,0,,Southwest,way help entry vegas event boyfriend amp imaginedragons fans since 2009 awesome
5845,0,,Southwest,nvm gate said holding connections thanks quick response
5846,0,,Southwest,rescue sundown chicago next stop san antonio http co rqbpmwettq
5847,1,Late Flight,Southwest,yall say flt 4200 time yet not boarded 3 35 departure b c waiting new crew subterfuge
5848,1,Flight Booking Problems,Southwest,yall get rid austin cabo flights together zero non stop aug sept
5849,0,,Southwest,looking forward beats music available flight today pretty cool
5850,0,,Southwest,best airfare prices gotta luv
5851,1,Late Flight,Southwest,flt delayed scheduled miss connection get help 8hh4p2
5852,0,,Southwest,thank
5853,1,Can't Tell,Southwest,not say anything patience said probably last time fly southwest suggest others
5854,1,Late Flight,Southwest,flight 317
5855,0,,Southwest,iphone app adds passbook support airlines travel http co ljzdthd9bv
5856,0,,Southwest,tickets atlanta show would love go sister
5857,0,,Southwest,pancho joe no no must heard us wrong sweet mixtape though 4 record not leave 80 80 left
5858,0,,Southwest,thanks opportunity
5859,1,Can't Tell,Southwest,not ever tweet
5860,1,Customer Service Issue,Southwest,problem not issued position today gate no option upgrade not good 6 4
5861,1,Can't Tell,Southwest,might worst airline ever
5862,0,,Southwest,truly best customerservice something goes wrong no matter big small issue fix thank
5863,0,,Southwest,easiest airline deal loveeee much
5864,1,Customer Service Issue,Southwest,11am canned empathize think team lost right capitalized lowercase team day
5865,0,,Southwest,thank
5866,0,,Southwest,yes please
5867,0,,Southwest,ok gotcha
5868,1,Bad Flight,Southwest,oops no functioning bathrooms fairly full flight hope everyone 702 new york hold included
5869,0,,Southwest,excited perhaps could scale excitement back weeks
5870,0,,Southwest,imaginedragons please help best friend get tickets destinationdragons much thank
5871,0,,Southwest,way amp best friend could get tickets destinationdragons mean everything world us
5872,0,,Southwest,livvyports16 became best friends bcuz imaginedragons way
5873,0,,Southwest,amp sammi jon3s best friends imaginedragons chance could get tickets destinationdragons
5874,0,,Southwest,thank guys
5875,1,Can't Tell,Southwest,trip month away consider around corner setting change
5876,0,,Southwest,ceo gary kelly absolutely heroes southwestrally bwi bestemployees swaculture http co jtxyhqhfjj
5877,0,,Southwest,southwestair site gmail facebook etc
5878,0,,Southwest,ceo gary kelly america loved flown airline southwestrally bwi bestemployees swaculture swapic
5879,1,Bad Flight,Southwest,tried flight wifi fail
5880,1,Flight Booking Problems,Southwest,flight booking problems late flight summer travel aus cun direct flight disappear
5881,0,,Southwest,dresparkles thank finally made destination
5882,0,,Southwest,luvin flights today not change please add paypal payment option
5883,0,,Southwest,pres ceo gary kelly therofo addressing 2000 bwi based employees cbsbaltimore http co oi32uq2ttz
5884,1,Late Flight,Southwest,killing always delayed sandiego sf ugh
5885,0,,Southwest,start flight booking problems next years super bowl time help
5886,0,,Southwest,ever nonstop sjc bna take sfo oak pleaseeeeee thank
5887,1,Flight Attendant Complaints,Southwest,almost bumped flight hrl 20 minutes early staff rude asked problem
5888,1,Customer Service Issue,Southwest,experiencing worst customer service ever currently waited cs rep put hold actually hung
5889,0,,Southwest,makes flying uno baseball fun flight crew led plane singing happy birthday one guys luvintheair
5890,0,,Southwest,thank please follow send
5891,0,,Southwest,received birthday card amazing made smile joy nice videos thanks
5892,0,,Southwest,thanks heartlanta
5893,0,,Southwest,idea spring sales soon travel late flight august early september going pa lax
5894,0,,Southwest,thanks b day concert watched noticed fist bump high five end rock version
5895,1,longlines,Southwest,not terminal b lga pre check makes want never fly airline
5896,0,,Southwest,announced non stop flights dallas columbus well next time igotmonte best less time airport hopin
5897,0,,Southwest,boyfriend loved imaginedragons since 2009 amp would awesome go vegas event way help
5898,1,Can't Tell,Southwest,reviewing oversize policy hardcase golfbags free weight add guitars instruments list
5899,1,Customer Service Issue,Southwest,saianel could said not know
5900,1,Can't Tell,Southwest,not find cheap flight dc st louis prices went like crazy april weekends
5901,1,Customer Service Issue,Southwest,not dm without following
5902,0,,Southwest,ifthe80sneverstopped would still rocking chart topping hit 80
5903,0,,Southwest,4467 152 2 25 503 25 2 26th
5904,0,,Southwest,know new routes hou aruba amp puerto vallarta available
5905,1,Can't Tell,Southwest,pwm direct orlando saturdays happening march thought going permanent thing
5906,1,Customer Service Issue,Southwest,yes guys get act together
5907,1,longlines,Southwest,unable check flight says itinerary ineligible checkin online go counter inconvenient
5908,0,,Southwest,wow things better forgotten
5909,0,,Southwest,thank great tool
5910,0,,Southwest,know crew today flight 1071 aus pdx awesome swa
5911,1,Can't Tell,Southwest,thanks lot sending special deal budget getting screwed best vacation sarcasm get new partners
5912,1,Flight Booking Problems,Southwest,loyal list customers easier get help bring resolution issues rewards program
5913,1,Customer Service Issue,Southwest,no one answers no one help always different story fiancee not helped
5914,0,,Southwest,not worry
5915,1,Customer Service Issue,Southwest,yes please train customer service agents correct protocol not receiving different 411 evrytime call
5916,1,Cancelled Flight,Southwest,never got notification flight 955 cancelled flighted today correct phone email file not happy customer
5917,0,,Southwest,sitting talking tech conference awesome guys rolled across luv guys lol
5918,0,,Southwest,flights nas bwi ton march 23
5919,0,,Southwest,travel see bz class get away sld anytime available know many anytime available
5920,0,,Southwest,thanks get looks like bwi sjd services stops aug 7 case cant find one date flights
5921,0,,Southwest,get luv fallow
5922,0,,Southwest,thanks attention flying southwest 3 years not issue past
5923,0,,Southwest,pair tickets imaginedragons show atlanta would love go destinationdragons
5924,1,Flight Attendant Complaints,Southwest,suggestion shades windows kciairport travelers not watch ur luggage handlers throwing bags around
5925,0,,Southwest,please help get tickets imaginedragons club show atlanta destinationdragons
5926,0,,Southwest,perhaps pair atlanta show prettyplease
5927,1,Customer Service Issue,Southwest,list program complete joke company not value loyal customers time look another go airliner
5928,1,Flight Booking Problems,Southwest,pricing cache book flight refreshed page amp price jumped 73 159 ridiculous
5929,0,,Southwest,imaginedragons destinationdragons tix spare wanna go see show friday la friend hayleymad
5930,1,Customer Service Issue,Southwest,list pref credit card holder called exclusive hung hold 14 min gives
5931,0,,Southwest,destinationdragons imaginedragons huge fan would love tix show
5932,0,,Southwest,following bad
5933,1,Customer Service Issue,Southwest,bwi sjd service seasonal not part extension called intl desk not know want fly sept sat
5934,0,,Southwest,scott best thank yo bottom heart destinationdragons friends la hayleymad see u friday
5935,0,,Southwest,must 4 45pm nonstop bos bna flight stop running august 7
5936,0,,Southwest,2d 3d embossed badges patches superior ones currently using http co 3fq3xelbon
5937,0,,Southwest,flying non stop cmh oak daydreaming trip bay especially weather ohioprobz
5938,1,Customer Service Issue,Southwest,3 flights yesterday no treats nuts pretzels also no origami magazine new policies oldpolicieswaybetter
5939,1,Lost Luggage,Southwest,awful lost bag not providing info day 3 nothing worstairlineever
5940,1,Cancelled Flight,Southwest,flight cancelled flighted delayed expect full compensation park ticket hotel amp flight
5941,0,,Southwest,yeehaw found us another plane thx listening vent
5942,1,Can't Tell,Southwest,good chance nor anyone else airport ever flight booking problems southwest
5943,1,Customer Service Issue,Southwest,costumer service representative lied ensured plane would leaving 330 scheduled 455
5944,1,Late Flight,Southwest,not mention sit airport 4 hours ruined trip not happy want compensation
5945,1,Late Flight,Southwest,need get act together new morning 830 plane malfunctioning yet delayed 3 times
5946,1,Can't Tell,Southwest,brittanyobx11 keeping families apart w quirky archaic policies airline accommodates situation
5947,1,Lost Luggage,Southwest,report filed would like support active searching feels pretty passive info computer precious
5948,1,Late Flight,Southwest,surprise surprise delays seems norm broken equipment
5949,0,,Southwest,unbelievable thank much destinationdragons
5950,0,,Southwest,amazing c today sw thank much reason fly southwest
5951,0,,Southwest,best airline no one better onelove southwest bestairline
5952,0,,Southwest,great cabin flight crew morning 578 great smile happy staff signs happy company thanks
5953,0,,Southwest,thank always going beyond customer service favoriteairline luvforsw southwestair
5954,0,,Southwest,yes
5955,1,Flight Booking Problems,Southwest,not mean tsa precheck show mobile boarding pass ktn linked account
5956,0,,Southwest,great news portcolumbuscmh today finally columbus top unserved market flights
5957,1,Can't Tell,Southwest,no flights hrl limited route
5958,0,,Southwest,really stepping service http co vqtyza6mzu
5959,1,Bad Flight,Southwest,southwestair inflight wifi absolute worst would willing paid double dialup speeds flight7
5960,0,,Southwest,flights msp hrl march looking 3 19 3 23
5961,1,Customer Service Issue,Southwest,yes know also noticed offer list boarding a60 programs popular
5962,1,Can't Tell,Southwest,pay service delivered whether not fault not sort compensation
5963,1,Can't Tell,Southwest,little surprised early bird got b15 den kc worst
5964,0,,Southwest,please accept apologies lame childish tweet not deserve amp remain loyal sw customer
5965,0,,Southwest,owe apology tweet frustration not constructive criticism sw fan amp love service
5966,0,,Southwest,would not awesome first time flying destinationdragons
5967,0,,Southwest,booked trip cancun no baggage fees need flight time options
5968,0,,Southwest,thank bringbacktheluvtordu miami directflights
5969,0,,Southwest,easily get atlanta show need tickets help
5970,1,Late Flight,Southwest,got duped w connection 1st flight sneaky u not give seat earlier flight w availability shameful
5971,0,,Southwest,adding direct flights columbus oakland bostonlogan http co p8vcz4xthm via dispatchalerts
5972,0,,Southwest,would great thank send follow
5973,0,,Southwest,boarding passes compatible iphone passbook http co 1esmmnizek
5974,1,Customer Service Issue,Southwest,real sincere apology makes day glad know flying mail important never flying sw badservice
5975,1,Customer Service Issue,Southwest,already follow not dm u need follow back
5976,0,,Southwest,dm not go 261633561838 please let know need anything else
5977,0,,Southwest,someone rebook please direct message
5978,1,Customer Service Issue,Southwest,rude customer svc not accommodate earlier flight w 400 charge us mail takes priority customers badservice
5979,1,Flight Attendant Complaints,Southwest,rude gate agent wholly unacceptable us amp passengers think last time sw
5980,1,Cancelled Flight,Southwest,trouble reflight booking problems cancelled flighted flight no one picking phones site not working
5981,0,,Southwest,fortunemagazine love sw forever
5982,1,longlines,Southwest,please hire efficiency consultant manage phx baggage checkin way many open kiosks 100 ppl waiting
5983,0,,Southwest,question receive yearly bonus point accumulation think around not sure thanks
5984,0,,Southwest,fortunemagazine flying one right minute
5985,0,,Southwest,sw rocks thanks reply follow rebooked earlier flight
5986,0,,Southwest,fortunemagazine congrats
5987,0,,Southwest,fortunemagazine well deserved
5988,0,,Southwest,please please please choose go see imaginedragons destinationdragons
5989,0,,Southwest,fortunemagazine always tell everyone fly southwest congratulations
5990,0,,Southwest,fortunemagazine friendliest employees
5991,0,,Southwest,got phishing email claiming southwest forward would like investigate
5992,0,,Southwest,unfortunately no lack status big problem company policy forces buy cheapest tickets
5993,1,Late Flight,Southwest,every flight flown personally two round trips per month full still hard believe fly 8 hours thru atl no
5994,0,,Southwest,fortunemagazine superb choice swa raving fan even take stress weather relate flightd glitches custexp
5995,0,,Southwest,southwestair 22 employees social care team 4 staff listening ctr time rest spots filled areas ragandisney
5996,0,,Southwest,listening center open seating like planes ragandisney
5997,1,Can't Tell,Southwest,jlittle100 double comment phl anywhere south florida gone gone gone hello us air
5998,1,Customer Service Issue,Southwest,not like new schedule no nonstops phl fll pbi not free move cities sad
5999,1,Customer Service Issue,Southwest,incredibly frustrating emailed still not received response
6000,1,Bad Flight,Southwest,paid inflight wifi not work download speed 0 21mbps amp ended watching free tv instead
6001,0,,Southwest,sure second
6002,0,,Southwest,oh god thank much sent dm
6003,1,Late Flight,Southwest,wish would known could slept 2 hours let friend know not wait lands
6004,0,,Southwest,thank prompt response email late flightr today
6005,0,,Southwest,thanks get go destinationdragons imaginedragons show weekend utah velourlive thankyou
6006,0,,Southwest,fortunemagazine congratulations
6007,0,,Southwest,grandma ella 80th would love bday greeting flight crew stewardess eastern airlines
6008,0,,Southwest,chance could get tickets destinationdragons show vegas ive huge fan years pretty please
6009,0,,Southwest,fortunemagazine love u southwest always helpful traveled lot w son infant toddler u great
6010,0,,Southwest,fortunemagazine love flying southwest best flight attendants ever
6011,1,Flight Attendant Complaints,Southwest,nothing express express bag drop phoenix sky harbor
6012,0,,Southwest,possible book refundable trip willing pay extra would domestic round trip flight
6013,1,Flight Booking Problems,Southwest,used exclusively fly sw late flightly direct flights amp cheaper costs switched direct flights
6014,0,,Southwest,would willing help surprise bestfriend tickets go see imaginedragons destinationdragons gracias
6015,0,,Southwest,mac computer left bwi la flight 14th reward recovery info important owner help passengers honesty
